criticalRate,death,deathRate,confCaseRate,createDt,confCase,gubun
0,0,0,1.3,2020-04-29,140,0-9
0.04,2,0.37,12.89,2020-12-04,4684,30-39
0,78,0.24,14.57,2023-01-20,4364611,20-29
1.22,1006,49.48,50.48,2021-07-07,82164,Male
0,34,0.12,11.06,2022-10-11,2764289,0-9
0.15,2945,11.82,10.04,2022-07-26,1942917,60-69
0.04,995,4.12,12.34,2022-05-31,2234623,50-59
0.04,25,0.79,15.67,2021-11-17,63124,30-39
0,73,0,15,2022-10-21,3724376,20-29
0.06,468,4.5,11.86,2022-03-13,777397,50-59
0,0,0,27.13,2020-03-27,2532,20-29
0.11,16981,50.9,53.66,2023-01-28,16167225,Female
10.29,81,29.35,6.59,2020-06-11,787,70-79
0,80,0.23,14.54,2023-07-07,4705324,20-29
1.23,2,66.67,47.11,2020-02-22,163,Male
0.06,2,0.42,12.47,2020-11-05,3374,30-39
0.05,2,0.38,12.81,2020-11-30,4380,30-39
10.78,77,29.62,6.48,2020-05-15,714,70-79
1.02,259,12.42,13.02,2021-07-29,25406,60-69
0.41,7,6.73,19.01,2020-03-22,1691,50-59
0.05,529,4.37,11.94,2022-03-19,1079407,50-59
0,0,0,0,2020-01-25,0,0-9
0,0,0,5.54,2020-11-17,1605,10-19
0.07,59,1.32,14.69,2021-12-15,78803,40-49
0,61,0.24,14.8,2022-07-26,2863446,20-29
0.03,1416,4.09,13.06,2023-05-16,4107175,50-59
0.44,21,4.62,18.38,2020-10-23,4724,50-59
0.01,3,0.15,15.03,2021-06-03,21366,20-29
0,13957,49,47,2022-10-05,11636956,Male
1.64,578,50.7,51.01,2021-01-11,35246,Female
0,0,0,25.04,2020-08-12,3685,20-29
0.14,4,1.12,13.33,2020-09-13,2957,40-49
0,16,0,13,2022-09-22,3140046,10-19
0.01,136,1.31,15.62,2022-03-13,1024118,40-49
0.46,7358,23,5,2023-01-05,1613130,70-79
1.56,906,50.28,50.26,2021-04-20,57900,Female
0.16,5080,50.08,51.86,2022-03-12,3218759,Female
0,160,0.47,14.65,2023-04-13,4533548,30-39
2.29,41,13.9,13,2020-07-19,1787,60-69
0.13,12223,51.35,53,2022-05-18,9467030,Female
0.07,48,1.43,15.33,2021-11-24,65145,40-49
0,0,0,11.28,2023-08-31,3896839,60-69
0,0,0,5.09,2020-03-08,363,10-19
0.12,16927,49.26,46.28,2023-04-13,14327872,Male
5.13,627,27.78,5.02,2021-08-26,12211,70-79
0.02,3,0.16,14.91,2021-04-29,18092,20-29
0.12,3864,11.36,10.93,2023-03-04,3338458,60-69
0.06,2,0.43,12.33,2020-10-28,3223,30-39
0.12,13937,48.89,46.77,2022-10-03,11613672,Male
0,39,0.11,9.59,2023-08-09,3230035,0-9
1.92,126,47.37,58.51,2020-05-24,6547,Female
0.04,844,4.04,12.21,2022-04-16,1979228,50-59
0.11,17301,50.75,53.68,2023-03-10,16435596,Female
2.78,39,14.44,12.25,2020-05-31,1405,60-69
0.03,15,0.62,15.54,2021-09-19,44424,30-39
0,80,0.23,14.55,2023-06-21,4665213,20-29
0,79,0.23,14.57,2023-03-22,4475576,20-29
0,0,0,10.98,2023-05-14,3447077,60-69
0.12,13621,48.95,46.79,2022-09-18,11413309,Male
0.95,464,14.43,11.99,2021-11-19,49043,60-69
0,0,0,5.94,2023-08-27,2044401,70-79
0.08,77,1.35,14.62,2022-01-02,93405,40-49
0,0,0,53.57,2020-02-11,15,Male
0.27,65,3.44,18.49,2021-05-13,23969,50-59
0.12,13948,48.89,46.77,2022-10-04,11621313,Male
0,8,0.07,12.33,2022-03-19,1114691,0-9
0,0,0,1.93,2020-08-22,328,0-9
0.82,1236,49.36,47.44,2021-10-02,149921,Female
1.94,20382,59.62,3.42,2023-03-22,1049470,80 over
6.89,130,32.58,8.02,2020-09-26,1887,70-79
0.02,8,0.36,18.15,2021-08-24,43428,20-29
0,22,0.06,12.42,2023-03-11,3804285,10-19
0.01,5,0.23,17.66,2021-08-12,38527,20-29
0,23,0.07,12.4,2023-06-28,3989960,10-19
0.12,4,0.88,13.39,2020-10-25,3459,40-49
0.02,12,0.32,16.7,2021-12-04,78138,20-29
0.14,2,0.71,11.42,2020-06-22,1420,30-39
0,0,0,4.48,2020-02-25,40,70-79
2.03,18614,59.47,3.27,2022-12-16,917841,80 over
0.1,17417,50.75,53.71,2023-04-07,16592733,Female
0,0,0,7.15,2021-06-09,10422,10-19
1.53,521,49.81,51.06,2021-01-07,34041,Female
0.87,1203,49.85,47.89,2021-09-21,138538,Female
0,134,134,15,2022-10-02,3623033,30-39
0,3042,12,10,2022-08-19,2249300,60-69
0,13878,51,53,2022-09-05,12553824,Female
3.31,6053,54.77,2.4,2022-03-16,182768,80 over
0.72,15,5.49,17.88,2020-06-05,2086,50-59
0.15,2960,11.83,10.04,2022-07-30,1978719,60-69
0.41,16,4.69,18.36,2020-09-08,3935,50-59
0.04,850,4.03,12.22,2022-04-17,1992271,50-59
21.1,203,50.62,4.07,2020-09-27,962,80 over
15.96,1254,50.02,2.47,2021-10-03,7857,80 over
1.53,214,46.42,53.47,2020-10-28,13979,Female
0,0,0,45.97,2023-08-27,15825369,Male
0.14,11381,48.64,47.02,2022-05-09,8258621,Male
1.31,985,49.42,50.21,2021-06-16,74910,Male
0,85,0.49,14.76,2022-04-04,2066418,30-39
0.13,9987,48.44,47.14,2022-04-15,7591141,Male
20.47,245,50.52,4.33,2020-11-10,1197,80 over
0.06,21,0.95,15.85,2021-08-22,37473,40-49
0.04,1184,4.15,12.73,2022-10-04,3162728,50-59
0.29,39,3.12,18.81,2021-01-17,13602,50-59
0.04,1190,4.13,12.74,2022-10-16,3201334,50-59
0.04,8,0.4,13.91,2021-06-17,20833,30-39
0,22,0.09,11.97,2022-06-28,2194522,0-9
1.53,2299,26.14,3.57,2022-03-05,150489,70-79
5.71,540,28.36,7.12,2021-05-18,9453,70-79
0.06,6,0.39,12.79,2021-02-14,10681,30-39
1.19,1012,49.53,50.59,2021-07-11,85008,Male
0.07,54,1.32,14.83,2021-12-09,73649,40-49
0,0,0,5.68,2023-06-04,1806282,70-79
0,16,0.21,17.45,2022-02-23,406348,20-29
0.01,468,1.36,15.23,2023-04-08,4706597,40-49
0,0,0,9.92,2021-12-26,60288,10-19
0.07,47,1.44,15.41,2021-11-21,64013,40-49
20.73,841,56.75,4.98,2021-02-09,4057,80 over
1.16,44,10.58,15.89,2020-10-02,3807,60-69
0.01,208,1.25,15.5,2022-04-01,2073352,40-49
0.45,7669,22.67,5.58,2023-02-17,1696070,70-79
0.5,3660,51,50,2022-02-15,737020,Male
0,8,0.03,13.11,2022-05-04,2280774,10-19
0.4,17,4.5,18.52,2020-09-19,4239,50-59
1.35,1012,50.55,49.76,2021-06-20,75218,Female
0.15,2,1.13,13.37,2020-04-04,1358,40-49
0,18,0.06,12.68,2022-12-01,3443743,10-19
0,2,0.02,13.83,2022-03-16,1055374,10-19
0,70,0,15,2022-09-20,3620857,20-29
0,0,0,13.06,2023-04-09,4037932,50-59
0.1,17548,50.74,53.76,2023-05-11,16856135,Female
0,0,0,11.03,2023-06-18,3530883,60-69
11,80,29.52,6.32,2020-06-01,727,70-79
18.86,86,49.43,4.53,2020-04-03,456,80 over
0.07,34,1.36,16.07,2021-10-03,51118,40-49
0,0,0,0,2020-02-02,0,10-19
0.93,826,15.14,14.26,2021-12-30,89237,60-69
1.55,900,49.78,49.76,2021-04-22,58046,Male
0.12,16217,49.06,46.36,2023-01-18,13860391,Male
0.04,1014,4.13,12.35,2022-06-28,2264756,50-59
0,0,0,21.66,2020-08-31,4320,20-29
0.77,1252,50.46,52.45,2021-09-30,163271,Male
0,157,0.46,14.63,2023-02-15,4446329,30-39
0.29,125,5.47,17.44,2021-08-30,43603,50-59
0.12,16835,49.27,46.31,2023-03-20,14218561,Male
1.29,340,48.71,51.92,2020-12-21,26259,Female
0,28,0,11,2022-08-13,2437423,0-9
0.01,1,0.06,15.09,2021-03-01,13583,20-29
2.23,16228,58.94,3.03,2022-09-13,729333,80 over
0.03,1394,4.09,13.07,2023-03-07,3996555,50-59
0.49,6742,22.92,5.3,2022-11-08,1373951,70-79
0,11856,49,47,2022-06-11,8563909,Male
0.43,7959,22.69,5.73,2023-07-03,1847073,70-79
0.01,473,1.37,15.21,2023-05-17,4787317,40-49
0,0,0,6.22,2021-01-01,3843,10-19
0,24,0.07,12.27,2023-08-29,4231589,10-19
2,16948,59,3,2022-10-10,768572,80 over
3.68,1087,26.66,5.95,2021-12-09,29571,70-79
9.29,25,33.33,3.27,2020-03-16,269,80 over
0.75,1441,51.15,53.13,2021-10-29,191541,Male
0.44,20,4.65,18.51,2020-10-10,4543,50-59
1.81,41,13.36,13.87,2020-08-20,2268,60-69
7,3939,51,2,2022-02-24,55408,80 over
1.71,597,49.06,49.03,2021-01-15,34924,Male
0.12,17275,49.3,46.15,2023-06-28,14848078,Male
0,0,0,5.7,2020-05-23,636,10-19
0.04,2,0.36,12.88,2020-12-07,4914,30-39
0.29,242,5.07,14.64,2021-12-20,83501,50-59
0,23,0.07,12.41,2023-06-01,3937703,10-19
0.01,12,0.24,15.21,2021-12-23,89760,20-29
0,0,0,9.84,2021-12-10,49577,10-19
0.31,184,6.11,15.37,2021-11-10,59313,50-59
0,30,0,11,2022-09-03,2639387,0-9
0.27,4075,50.57,49.03,2022-02-28,1536710,Male
0.01,6,0.28,17.86,2021-08-16,40260,20-29
0,0,0,8.87,2021-10-10,29411,10-19
0,16,0,13,2022-09-05,3023067,10-19
20.22,183,51.12,4.08,2020-09-13,905,80 over
0.05,16,0.77,15.82,2021-07-24,29640,40-49
0,0,0,15.18,2023-07-30,5036529,40-49
1.93,20465,59.63,3.42,2023-04-08,1057628,80 over
1.52,196,47.12,53.89,2020-10-02,12907,Female
20.1,971,55.55,4.57,2021-04-05,4832,80 over
0.11,4,0.82,13.53,2020-11-12,3780,40-49
0,0,0,53.81,2023-06-03,17094861,Female
0,80,0.23,14.57,2023-04-22,4526453,20-29
20.99,195,51.59,4.06,2020-09-19,929,80 over
1.46,182,47.52,54.23,2020-09-20,12458,Female
0.12,15578,48.94,46.44,2022-12-26,13322280,Male
0,0,0,1.64,2020-07-14,221,0-9
0,0,0,7.44,2021-07-12,12577,10-19
0.82,1401,49.02,46.85,2021-11-01,171654,Female
5.37,593,28.31,5.56,2021-07-31,11035,70-79
0,23,0.09,11.96,2022-06-30,2195995,0-9
1.96,20069,59.69,3.39,2023-02-07,1025614,80 over
0.11,3994,11.36,11.07,2023-07-18,3616148,60-69
0.77,15,6,18.14,2020-05-02,1956,50-59
0.1,12,0.77,14.36,2021-02-20,12433,40-49
0.8,3289,48.69,48.38,2022-01-31,409175,Female
3.03,133,51.95,40.55,2020-05-08,4388,Male
0.06,29,1.19,16.12,2021-09-23,47171,40-49
0.11,13399,51.22,53.14,2022-08-23,11930664,Female
1.33,1015,50.52,49.68,2021-06-25,76401,Female
2.09,17930,59.33,3.2,2022-11-24,858208,80 over
0,0,0,13.06,2023-07-23,4292081,50-59
1.14,1016,49.54,50.73,2021-07-16,88796,Male
1.47,187,47.34,54.09,2020-09-25,12687,Female
0,0,0,9.94,2021-12-27,60773,10-19
0,0,0,5.74,2023-07-09,1859132,70-79
0,14450,51,53,2022-09-27,13131882,Female
7.08,143,32.57,8.08,2020-10-15,2019,70-79
0,17,0,13,2022-10-21,3224495,10-19
0.06,15,0.74,15.52,2021-07-05,24956,40-49
0.13,4,0.98,13.33,2020-09-29,3158,40-49
2.89,124,53.45,40.29,2020-04-18,4292,Male
1.4,994,50.51,49.94,2021-06-03,70992,Female
1.57,896,49.75,49.72,2021-04-19,56999,Male
0.28,61,3.37,18.54,2021-04-22,21626,50-59
0,0,0,27.74,2020-05-13,3041,20-29
0.17,3,1.05,13.16,2020-07-09,1749,40-49
5.58,573,28.48,6.65,2021-06-26,10274,70-79
0,0,0,15.18,2023-07-22,4981941,40-49
0.13,12596,51.25,52.98,2022-07-05,9756159,Female
0.12,16299,49.08,46.35,2023-01-22,13904972,Male
0.01,14,0.22,15.29,2022-01-21,110002,20-29
0,8,0.06,12.59,2022-03-24,1363024,0-9
2.28,41,13.8,12.98,2020-07-22,1802,60-69
0.42,16,4.86,18.25,2020-09-03,3768,50-59
0.9,2729,48.52,48,2022-01-01,304890,Female
0,3,0.04,8.83,2022-01-31,74710,0-9
0,0,0,6.78,2021-03-16,6534,10-19
0,0,0,19.11,2020-11-23,5914,20-29
0,0,0,3.73,2021-01-21,2757,0-9
18.68,1103,54.47,3.71,2021-07-03,5904,80 over
1.01,306,13.29,11.89,2021-09-02,30373,60-69
1,4094,24,4,2022-04-03,619067,70-79
1.02,402,14.53,11.18,2021-10-24,39330,60-69
0.45,7620,22.66,5.57,2023-02-07,1685639,70-79
0.01,476,0,15.2,2023-06-15,4858538,40-49
0.89,48,47.06,61.52,2020-03-21,5413,Female
1.05,1000,15.92,13.83,2022-01-15,95135,60-69
1.92,126,47.19,58.5,2020-05-25,6555,Female
0.12,2,0.69,12.07,2020-07-14,1631,30-39
19.46,251,50.4,4.36,2020-11-19,1290,80 over
0.18,2,0.84,10.66,2020-04-21,1139,30-39
0,0,0,27.4,2020-04-27,2942,20-29
6.37,108,30.86,7.74,2020-09-11,1696,70-79
0,26,0.1,11.87,2022-07-20,2248165,0-9
4.95,654,27.38,4.68,2021-09-17,13206,70-79
0,0,0,7.16,2021-06-05,10276,10-19
0.01,14,0.2,17.64,2022-02-10,209047,20-29
0.07,51,1.39,15.1,2021-12-01,68303,40-49
0,0,0,11.06,2023-07-08,3581344,60-69
2.05,78,51.32,39.63,2020-03-29,3798,Male
0.02,3,0.16,14.86,2021-05-16,19571,20-29
0,0,0,9.06,2021-10-21,31476,10-19
0,0,0,7.05,2021-05-12,9089,10-19
1.81,140,47.14,55.67,2020-07-22,7726,Female
0.1,377,4.61,11.85,2022-03-01,387792,50-59
0,0,0,46.43,2020-02-11,13,Female
0.75,1631,50.73,52.99,2021-11-19,216789,Male
1.58,99,47.6,59.82,2020-04-10,6251,Female
1.93,20488,59.61,3.43,2023-04-15,1061601,80 over
8.12,3788,50.85,2.27,2022-02-21,46653,80 over
0,110,0.45,14.71,2022-06-21,2689664,30-39
0.12,3880,11.36,10.93,2023-03-18,3353616,60-69
1.45,2330,26.01,3.62,2022-03-06,161179,70-79
0,0,0,6.66,2021-01-30,5182,10-19
1.98,19377,59.63,3.32,2023-01-06,977752,80 over
0.06,445,4.51,11.85,2022-03-11,690129,50-59
0.01,3,0.15,15.07,2021-06-06,21718,20-29
0,0,0,5.69,2020-05-28,646,10-19
0.05,2,0.39,12.72,2020-11-26,4103,30-39
25,122,47.84,4.52,2020-05-06,488,80 over
0,37,0.11,10.08,2023-04-12,3120607,0-9
1.01,356,14.22,11.21,2021-10-02,35413,60-69
0,0,0,1.37,2020-05-31,157,0-9
0,81,0.23,14.47,2023-08-31,4994595,20-29
0.01,3,0.06,7.41,2021-12-23,43698,0-9
0.4,17,4.38,18.54,2020-09-23,4303,50-59
0.12,14853,48.84,46.56,2022-11-28,12552087,Male
0.07,2,0.46,12.29,2020-10-15,3070,30-39
0,0,0,0,2020-02-15,0,0-9
0,0,0,10.06,2023-04-23,3126313,0-9
20.62,943,56.3,4.76,2021-03-15,4574,80 over
0,0,0,4.57,2021-07-09,7552,0-9
0.01,429,1.35,15.24,2022-12-23,4348984,40-49
0,16,0,13,2022-09-09,3065517,10-19
23.51,114,47.5,4.53,2020-04-24,485,80 over
0.03,1405,4.09,13.06,2023-04-08,4036672,50-59
0,2917,12,10,2022-07-13,1879408,60-69
0.26,73,3.63,18.35,2021-06-25,28224,50-59
0.75,1283,50.43,52.79,2021-10-07,171980,Male
0.3,58,3.34,18.44,2021-04-01,19112,50-59
0.11,17536,49.39,46.02,2023-08-11,15547475,Male
0,0,0,10.93,2023-03-13,3347928,60-69
0,59,0.24,14.53,2022-06-05,2638571,20-29
0,19,0.06,12.62,2022-12-31,3666477,10-19
0,58,0.24,14.46,2022-05-23,2598084,20-29
0.01,426,1.35,15.24,2022-12-20,4312822,40-49
0.42,19,4.5,18.51,2020-10-06,4487,50-59
0,16,0.06,12.8,2022-09-18,3122214,10-19
18.75,1096,54.99,3.92,2021-06-16,5844,80 over
0.16,3,1.01,13.2,2020-07-21,1824,40-49
0.04,31,0.67,14.64,2021-12-18,81836,30-39
0,34,0.12,11,2022-10-25,2788281,0-9
0.13,11493,51.48,52.94,2022-04-26,9004844,Female
0.04,1302,4.09,12.96,2022-12-26,3718247,50-59
0.04,25,0.82,15.82,2021-11-11,61429,30-39
0.12,14210,48.97,46.72,2022-10-25,11846398,Male
0.01,237,1.31,15.51,2022-04-06,2256955,40-49
0,0,0,6.81,2021-04-02,7094,10-19
0,396,1,15,2022-10-29,3889877,40-49
0,23,0.07,12.44,2023-04-18,3858310,10-19
0.29,125,5.47,17.42,2021-08-31,43809,50-59
23.71,115,47.52,4.52,2020-04-26,485,80 over
0,32,0.12,11.18,2022-09-12,2688723,0-9
0.12,3846,11.36,10.92,2023-02-19,3322351,60-69
0.44,21,4.6,18.37,2020-10-25,4747,50-59
0,0,0,6.29,2021-11-28,27711,0-9
0.04,8,0.42,13.6,2021-05-18,18061,30-39
0.06,2,0.44,12.33,2020-10-26,3199,30-39
0,4,0.02,13.41,2022-04-11,2068064,10-19
0,0,0,27.29,2020-04-09,2844,20-29
0.02,116,1.4,15.86,2022-03-02,554009,40-49
0,0,0,5.17,2021-08-27,12670,0-9
0.04,8,0.4,13.93,2021-06-21,21107,30-39
0.01,449,1.4,15.2,2023-01-19,4563317,40-49
0.09,1,0.46,10.66,2020-04-13,1123,30-39
0.11,17153,50.78,53.67,2023-02-15,16306315,Female
0.01,455,1.35,15.25,2023-02-07,4616109,40-49
0,0,0,1.64,2020-07-15,222,0-9
0.01,3,0.15,15.12,2021-06-11,22209,20-29
0.01,64,0.58,14.93,2022-03-16,1138682,30-39
0,142,0.46,14.57,2022-12-14,4068828,30-39
0.06,7,0.42,13.23,2021-03-12,12529,30-39
0.21,3,1.35,13.3,2020-04-14,1405,40-49
0,0,0,15.4,2021-01-24,11564,20-29
0,0,0,14.65,2023-04-23,4553114,30-39
0.47,3674,51,50,2022-02-16,781237,Male
0,0,0,7.03,2021-05-08,8907,10-19
0,0,0,5.62,2020-05-17,621,10-19
0.12,16822,49.26,46.31,2023-03-16,14205098,Male
0.37,24,4.54,18.22,2020-12-03,6506,50-59
0,138,0,15,2022-10-21,3682409,30-39
0,0,0,5.84,2023-08-05,1957177,70-79
1.84,736,49.66,49.19,2021-02-09,40077,Male
0.04,25,0.85,15.9,2021-11-06,60042,30-39
20.37,185,50.96,4.07,2020-09-14,908,80 over
0.01,12,0.25,15.39,2021-12-20,87767,20-29
1.27,1027,50.52,49.52,2021-07-07,80587,Female
0,0,0,4.56,2021-07-07,7429,0-9
20.43,239,50.21,4.3,2020-11-06,1170,80 over
0.45,7812,22.69,5.62,2023-04-24,1746654,70-79
0.05,2,0.4,12.59,2020-11-20,3771,30-39
0,143,0,15,2022-12-18,4108179,30-39
0.14,11995,48.75,47.02,2022-07-08,8684715,Male
0.66,15,5.32,17.86,2020-06-30,2286,50-59
0,0,0,50,2020-01-25,1,50-59
0.05,101,1.43,15.13,2022-02-12,195826,40-49
1.25,309,47.91,52.09,2020-12-18,24749,Female
0.09,2,0.65,12.59,2020-08-23,2191,30-39
0,2876,12,10,2022-06-10,1846778,60-69
0,149,0.46,14.61,2023-01-10,4325025,30-39
0,46,0.24,14.47,2022-04-09,2195427,20-29
3,9763,58,3,2022-04-02,368692,80 over
0,74,0.25,14.66,2022-11-22,3907973,20-29
0.12,16916,49.26,46.29,2023-04-11,14317125,Male
0.01,322,1.33,15.44,2022-05-31,2795677,40-49
0,34,0.11,10.7,2022-11-30,2899222,0-9
0,0,0,14.68,2023-07-01,4732353,30-39
0,37,0.11,10.1,2023-04-04,3116644,0-9
6.4,476,27.89,7.46,2021-03-24,7443,70-79
4.55,707,26.92,4.58,2021-10-15,15543,70-79
0.01,3,0.15,15.13,2021-06-14,22440,20-29
0,37,0.11,10.32,2023-01-06,3034777,0-9
0,0,0,27.42,2020-05-06,2963,20-29
1.84,20936,59.64,3.5,2023-07-11,1135764,80 over
0,36,0.12,10.62,2022-12-09,2931647,0-9
0,0,0,1.46,2020-06-26,184,0-9
0.81,1290,49.27,47.02,2021-10-14,158786,Female
0.23,81,3.87,17.93,2021-07-31,35571,50-59
20.67,905,56.46,4.88,2021-02-28,4378,80 over
0.15,4,1.24,13.53,2020-08-30,2665,40-49
0,80,0.23,14.57,2023-04-14,4512459,20-29
0,0,0,27.8,2020-05-26,3121,20-29
0.14,11934,48.71,47.02,2022-06-24,8610392,Male
0.01,374,1.37,15.29,2022-09-08,3648721,40-49
1.21,1034,50.44,49.3,2021-07-15,85539,Female
0.14,11990,48.75,47.02,2022-07-07,8675653,Male
0,111,0.45,14.72,2022-07-07,2716322,30-39
1.29,42,12.32,15.23,2020-09-08,3264,60-69
0.1,17666,50.73,53.82,2023-06-05,17108089,Female
0.01,455,1.36,15.25,2023-02-03,4608581,40-49
0,0,0,10,2023-05-14,3139632,0-9
0.02,115,1.41,15.83,2022-03-01,518264,40-49
0,162,0.47,14.67,2023-06-05,4664465,30-39
0,0,0,6.93,2021-04-13,7667,10-19
1.55,209,47.07,53.54,2020-10-18,13491,Female
1.82,769,49.81,49.27,2021-02-18,42156,Male
21.32,213,50.12,4.1,2020-10-07,999,80 over
0.45,7648,22.66,5.57,2023-02-13,1691817,70-79
1.4,965,49.67,50.01,2021-05-27,69162,Male
1.6,514,50.05,48.89,2021-01-06,32172,Male
26.68,131,48.7,4.37,2020-05-26,491,80 over
0.03,1384,4.08,13.07,2023-02-23,3981091,50-59
0.12,4,0.88,13.38,2020-10-24,3448,40-49
0,0,0,14.47,2023-08-31,4999185,20-29
9.16,90,29.51,6.54,2020-08-15,983,70-79
1.06,1033,15.82,13.39,2022-01-22,97219,60-69
0,0,0,5.62,2021-10-19,19375,0-9
0.08,7,0.71,14.23,2021-01-04,9141,40-49
0,0,0,3.98,2021-02-19,3430,0-9
5.02,642,27.4,4.78,2021-09-09,12794,70-79
0.12,3752,11.35,10.88,2023-01-18,3251700,60-69
26.27,129,48.5,4.39,2020-05-24,491,80 over
0.27,62,3.38,18.52,2021-05-03,22909,50-59
0,2,0.01,13.67,2022-03-24,1479851,10-19
0,11,0.04,13.11,2022-07-12,2433463,10-19
0.12,17286,49.3,46.15,2023-06-30,14864337,Male
15.45,1322,49.55,2.49,2021-10-18,8554,80 over
0,0,0,6.1,2021-11-18,24755,0-9
0,17,0.06,12.71,2022-11-22,3387613,10-19
0,0,0,4.67,2021-07-19,8362,0-9
1.06,1007,15.96,13.78,2022-01-16,95395,60-69
0,0,0,8.42,2021-08-28,20795,10-19
1.83,700,49.5,49.06,2021-01-30,38191,Male
0.01,408,1.36,15.24,2022-11-20,4046924,40-49
2.01,248,53.45,46.59,2020-10-31,12352,Male
0,0,0,5.67,2020-11-20,1699,10-19
0,0,0,4.18,2021-03-23,4154,0-9
0.48,6822,22.85,5.34,2022-11-17,1411651,70-79
0,0,0,0,2020-01-30,0,60-69
0,117,0.46,14.76,2022-08-08,3032495,30-39
0,0,0,15.23,2023-04-23,4732005,40-49
0.12,3912,11.37,10.94,2023-04-20,3395022,60-69
2.33,41,14.19,13.04,2020-07-14,1762,60-69
0.11,17195,50.76,53.67,2023-02-21,16340437,Female
0,134,0,15,2022-09-28,3608590,30-39
4.19,1661,27.51,5.97,2022-01-09,39636,70-79
0.99,2742,25.18,3.84,2022-03-15,277799,70-79
4.82,24,36.36,6.33,2020-03-12,498,70-79
0,0,0,14.63,2020-02-20,12,40-49
0,9,0.04,13.1,2022-06-06,2380085,10-19
2.02,41,13.44,13.27,2020-08-16,2033,60-69
0,23,0.07,12.45,2023-04-12,3851616,10-19
2.83,39,14.5,12.28,2020-05-26,1378,60-69
0,1,0,14,2022-02-22,301991,10-19
0.89,2614,48.9,47.92,2021-12-28,294950,Female
0.09,9,0.73,14.29,2021-01-16,10263,40-49
0.04,7,0.38,13.47,2021-04-30,16431,30-39
0,110,0.45,14.71,2022-06-22,2691132,30-39
2.69,14454,58.81,2.91,2022-07-05,536638,80 over
0,0,0,5.7,2023-06-17,1825005,70-79
1.48,242,47.54,52.74,2020-11-23,16317,Female
18.76,1094,55.03,3.93,2021-06-14,5832,80 over
0.21,3,1.15,13.2,2020-05-14,1451,40-49
0.01,470,1.36,15.23,2023-04-26,4737394,40-49
0.1,17759,50.7,53.85,2023-06-27,17313779,Female
0.93,2999,48.64,48.04,2022-01-12,324182,Female
0.11,17600,49.41,45.99,2023-08-18,15675771,Male
0.01,476,1.36,15.2,2023-06-14,4856052,40-49
1.28,994,49.48,50.32,2021-06-25,77387,Male
0.16,3,1.01,13.22,2020-07-23,1842,40-49
25.08,148,49.83,4.25,2020-07-22,590,80 over
0,163,0.47,14.68,2023-06-19,4699813,30-39
0,0,0,0,2020-02-13,0,0-9
0.12,3502,11.48,10.7,2022-11-30,2898251,60-69
0.04,22,0.82,15.99,2021-10-19,55076,30-39
0,73,0.25,14.75,2022-10-24,3732317,20-29
24.83,148,49.66,4.21,2020-07-26,596,80 over
0,23,0.07,12.4,2023-06-08,3950337,10-19
18.61,1113,54.4,3.51,2021-07-13,5980,80 over
0.13,10107,48.38,47.12,2022-04-16,7639998,Male
0.01,396,1.36,15.25,2022-10-31,3895029,40-49
0.11,2,0.66,12.65,2020-07-31,1810,30-39
0,162,0.47,14.67,2023-05-31,4651430,30-39
1.81,140,47.14,55.58,2020-07-23,7747,Female
0.14,2,0.71,11.4,2020-06-21,1416,30-39
0.45,7626,22.7,5.6,2023-02-08,1687055,70-79
0.08,7,0.81,14.18,2020-12-29,8324,40-49
0,165,0.46,14.69,2023-08-14,4980620,30-39
0.17,3,1.04,13.15,2020-07-10,1754,40-49
0.1,4061,11.34,11.27,2023-08-28,3881867,60-69
0,0,0,6.27,2021-01-06,4128,10-19
0,81,0.23,14.5,2023-08-08,4874882,20-29
0,23,0.07,12.43,2023-04-26,3868536,10-19
0,3,0.04,9.1,2022-02-04,85031,0-9
0,0,0,14.67,2023-06-03,4661162,30-39
4.96,645,27.33,4.73,2021-09-13,12993,70-79
0,0,0,5.85,2021-11-03,21670,0-9
0,0,0,27.84,2020-05-16,3073,20-29
0,0,0,0,2020-01-26,0,40-49
1.43,954,49.79,49.91,2021-05-20,66941,Male
0.04,8,0.4,13.83,2021-06-09,20142,30-39
0,4,0.02,13.48,2022-04-07,1991775,10-19
0,0,0,19.53,2020-10-29,5132,20-29
0.51,16,5.18,18.04,2020-08-23,3139,50-59
4.6,753,27.01,4.61,2021-10-26,16352,70-79
2.25,163,53.27,45.15,2020-08-19,7250,Male
1.98,251,52.73,46.7,2020-11-06,12700,Male
0.84,1222,49.59,47.65,2021-09-28,145726,Female
0.29,138,5.83,17.05,2021-09-14,47043,50-59
0.01,473,1.37,15.22,2023-05-11,4771406,40-49
0.11,13216,51.2,53.12,2022-08-18,11613283,Female
0.13,10201,48.36,47.11,2022-04-17,7681722,Male
0.01,295,1.27,15.47,2022-05-05,2698510,40-49
19.09,994,54.86,4.4,2021-04-24,5208,80 over
2.63,14655,58.78,2.87,2022-07-27,557209,80 over
1.09,68,11.89,15.29,2020-12-11,6236,60-69
1.03,321,13.78,11.78,2021-09-07,31033,60-69
0,0,0,5.4,2021-09-22,15711,0-9
2.5,40,14.29,12.92,2020-06-20,1598,60-69
0.11,2,0.66,12.7,2020-08-08,1849,30-39
1.97,19727,59.68,3.36,2023-01-18,1003889,80 over
0.31,313,4.81,14.13,2022-01-21,101651,50-59
0.1,17779,50.69,53.86,2023-07-03,17372871,Female
